title,description,display_date,Picture_link,Location,On_road,Price
"Naval Officer Car, CNG install (need service) totally driven on petrol","Naval Officer Car, CNG and AC installed (need service), sound system, no work in engine, cleaned and well maintained interior. Price slightly negotiable only. Broker person kindly do not contact. Its a family used car. First see, visit and than decide.",12-06-20 2:06,https://apollo-singapore.akamaized.net:443/v1/files/coylacpkv9er3-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2006 - 115,000 km","Rs 565,000"
TOYOTA AQUA HYBRID AUTO 2012/16/16,"Toyota aqua 2012/16/16Full options G pack. Cruise control, push start, multimedia, alloy rims,tv back cam. Genuine body condition.",03-06-20 14:19,https://apollo-singapore.akamaized.net:443/v1/files/h7f73s84poes3-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2012 - 71,000 km","Rs 2,200,000"
Toyota yaris good condition,Good condition total original bumper to bumper original,12-06-20 0:16,https://apollo-singapore.akamaized.net:443/v1/files/rizirmj3dpcr3-PK/image;s=1080x810,"Larkana,Sindh,Pakistan","2013 - 53,000 km","Rs 1,550,000"
Suzuki Swift DLX Automatic 2019 immobiliser Key Navigation,original smart card return file computerised num plates immobiliser key single owner low mileage family driven only serious buyers contact.,12-06-20 0:15,https://apollo-singapore.akamaized.net:443/v1/files/omiu71w7r38t3-PK/image;s=1080x999,"Rawalpindi,Punjab,Pakistan","2019 - 5,600 km","Rs 1,875,000"
Suzuki every join sofa seat new shape.,Suzuki every join (non turbo)Model 2015 fresh clear jun 2020Bamper to bamper genuine Comfortable Sofa seatsAll power windowsABS breakRetractable mirror Japanese pictures attached,12-06-20 0:40,https://apollo-singapore.akamaized.net:443/v1/files/r0ik7ebyj9213-PK/image;s=1080x810,"Sialkot,Punjab,Pakistan","2015 - 75,000 km","Rs 1,675,000"
SUZUKI SWIFT DLX 1.3,Suzuki Swift Dlx  1.3Manual Transmission New Yokohama tayar install Frist owner carTotal guinean condition Guinean Suzuki alloy rimOne hand use carAnd there is no work in the car,12-06-20 0:40,https://apollo-singapore.akamaized.net:443/v1/files/rbrkf6ub1x3r3-PK/image;s=1080x1738,"Islamabad,Islamabad Capital Territory,Pakistan","2017 - 54,900 km","Rs 1,635,000"
City 2006 Auto Genuine Body Genuine Engine,"Honda city Vario Automatic complete genuine body Genuine Perfect Engine no touch-up or shower. One of the best condition car in the cityFuel consumption is best till 15-KM/Litercarefully used car originally 127000-KM driven.Chilled AC new tires new battery new Leather Seat Covers LCD Back CameraPower Window, Power steering, Power Mirror Central Locking every built-in functionality is well operativeNeat and clean interior outside scratch less bodySealed Suspension soundless driveGear shifting is so smooth never feel when car shifting the gearAll documents are complete 2nd owner car CPLC Clear Original Number Plates everything is OKLocation North Nazimabad Block-L near KMDC",12-06-20 0:39,https://apollo-singapore.akamaized.net:443/v1/files/k07e8xkyao9b-PK/image;s=1080x607,"Karachi,Sindh,Pakistan","2006 - 127,000 km","Rs 1,190,000"
Mehran Car for sale | Very good condition | Model 2010 | Urgent sale,Have to the sale Mehran on urgent basis because of some emergency on reasonable price.,12-06-20 0:32,https://apollo-singapore.akamaized.net:443/v1/files/ezwjxh0ry6ka3-PK/image;s=1080x810,"Rawalpindi,Punjab,Pakistan","2010 - 100,000 km","Rs 550,000"
Honda Citi 2006.,Honda Citi 2006 model available in sahiwal.outer shower only some pieces.roof Piller and back fender genioun..inner totaled genioun.. leader stairmatic poshish.ac ok. Engine  100 % ok. sespention 100%..star rim..more detail get on call,12-06-20 0:32,https://apollo-singapore.akamaized.net:443/v1/files/bj7g21n5ecbe2-PK/image;s=1080x496,"Sahiwal,Punjab,Pakistan","2006 - 100,000 km","Rs 1,040,000"
Suzuki baleno jxr model 2005,Sale my suzuki baleno 2005 AC good suspenaion soundless engine return file cplc clear alloyrim orignal color.,12-06-20 0:32,https://apollo-singapore.akamaized.net:443/v1/files/tcr18cpmbuel1-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2005 - 175,000 km","Rs 550,000"
Toyota prius 2007/2013,model 2007/2013engine 1500ccSilver colour token paidNew tyres installed.i want to sell my Toyota prius. Car is in its original condition.ABS and batteries are 100% working. it is in excellent condition no work required. just buy amd use. Reason for selling is that we want to upgrade our car. Serious buyers plz.,12-06-20 1:36,https://apollo-singapore.akamaized.net:443/v1/files/n5wwvaalirsk3-PK/image;s=1080x810,"Rawalpindi,Punjab,Pakistan","2007 - 265,000 km","Rs 1,750,000"
Honda brv,"Urgent sale Leather seats , android panel , front and back view camera , sound damping sheets on all doors and tale gate , fog lamps and all windows are tinted “”Mechanical””Suspension renewal before a month ago , new tyres , oil changed recently (800KM) ago There are some minor dents on doors but you can hardly see them Otherwise the car is in 100% original condition...",12-05-20 0:37,https://apollo-singapore.akamaized.net:443/v1/files/fj7vmk2is2nm1-PK/image;s=1080x2337,"Islamabad,Islamabad Capital Territory,Pakistan","2017 - 57,000 km","Rs 2,665,000"
Toyota Passo available for sale 2015,Toyota Passo available for sale 2015 Toyota passo available for Sale Model: 2015 Colour: Red Milage: 33637Full option Car Top of the line Location: Rimjhm villas main highway Near Red oven Restaurant Karachi,30-05-20 20:44,https://apollo-singapore.akamaized.net:443/v1/files/55vkmr1ct60a2-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2015 - 33,637 km","Rs 1,880,000"
Nissan days 2015-18,Full original Everything up to date No work required Just buy n drive,23-05-20 11:04,https://apollo-singapore.akamaized.net:443/v1/files/92mboo1txigh3-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2015 - 22,000 km","Rs 1,400,000"
Honda civic rebirth 2014 Ug package oriel promestec 1.8,it is in excellant condition.Honda civic rebirth 2014 Ug package oriel promestec 1.8 total geniue paint 100%.bumper to bumper geniue.new tyres dunlop.no work required just buy and drivesuspension 100% engine 100%interior in excellant condition,28-05-20 12:51,https://apollo-singapore.akamaized.net:443/v1/files/tqlpmzj1zfyl1-PK/image;s=1080x1080,"Lahore,Punjab,Pakistan","2014 - 75,000 km","Rs 2,500,000"
"suzuki every pc, eco engine, tiptronic gear, fresh import for sale","suzuki every pc unregisted for sale2015 modal ,December 2015 manufacture ,may 2020 import 100% bumper to bumper total genuine bodyengine, suspension ,interior, exterior and all Electrical function 10/10 3.5 grade auction sheet available tiptronic transmission (2 in 1)automatic+manaual 5 gears forward and 1 gear reverse max speed 140power windowseco engine (20 k. m/L everage )orignal tinted glass windows Lcd ,dvd player and gen t.vsun visors,extra mats, extra tyre and tool kitbrand new dunlop tyre's",15-05-20 16:43,https://apollo-singapore.akamaized.net:443/v1/files/3mtmolk9eots3-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2015 - 116,000 km","Rs 1,485,000"
Honda City 1.3 Prosmatec 2018,"Honda City 1.3 Prosmatec AvailableModel 2018, Lunar Silver ColorBridgestone Tyres With Alloy RimsModulo Bodykit InstalledRear Lava Lamps FittedAndroid LCD With Rear View CameraExtremely Well Maintained CarInterested Buyers May Contact",04-06-20 1:55,https://apollo-singapore.akamaized.net:443/v1/files/lwnn3px01r33-PK/image;s=1080x810,"Hyderabad,Sindh,Pakistan","2018 - 18,500 km","Rs 2,400,000"
"Fully genuine, 2012/17 model, lifetime tokn, isd registr, suzuki every","Smard card issuedLifetime token paidChill ac workingFull automatic transmissionGenuine air bagsBody fully original and genuine granteedNo piece showered guaranteedBring your own Dntor, paintor, mechanic fr ur own satisfaction i welcome u as i m proud of my carBrand new tyresBrand new AlloyrimEngine Hissa gear granted okABS brake system100 percent non accidental car kept with extra ordinary care and maintained well in timeNo work required just buy nd enjoySeeing is believingRegards",31-05-20 14:19,https://apollo-singapore.akamaized.net:443/v1/files/bo22iy1r2nv6-PK/image;s=1080x1440,"Rawalpindi,Punjab,Pakistan","2012 - 12,456 km","Rs 1,230,000"
"Nissan Dayz 15 Installment Paid - Monthly Installment 28,100","Nissan Dayz 2016 ModelRegistered 2019Import 2019Auction Grade 4Scratch less CarTotal GenuinePower windowsAcRadar TechnologyAdjustable HeadlightsAuto Braking systemEco IdleRetractable MirrorsNew TiresBack camera, navigationMilleage 60,000Japan’s dat availableLeased from Albaraka Bank5 years plan15 installments paid500,000 Advance Payment Paid431, 250 total installment payment paid",09-06-20 20:28,https://apollo-singapore.akamaized.net:443/v1/files/sothbtsdnih41-PK/image;s=1080x2225,"Lahore,Punjab,Pakistan","2016 - 60,000 km","Rs 930,000"
Mitsubishi Town Box (wagon).,Mitsubishi Town Box wagon 2016/17/17. First hand drive after Japan import.  Like a new vehicle.  Good condition.,12-06-20 0:18,https://apollo-singapore.akamaized.net:443/v1/files/7kpyt0kyo3h1-PK/image;s=1080x1440,"Gujranwala,Punjab,Pakistan","2016 - 15,000 km","Rs 1,680,000"
Honda City Aspire 1.5 Prosmatec 2018 immobiliser Key Full option,original Book return file computerised num plates immobiliser key single owner low mileage full option top of the line. family driven.,12-06-20 0:18,https://apollo-singapore.akamaized.net:443/v1/files/r0p2ealy4g932-PK/image;s=1080x831,"Rawalpindi,Punjab,Pakistan","2018 - 29,000 km","Rs 2,500,000"
Engine perfect ha. Ac on ha but need gas .. Tyre new body normal,Jisko lyni ha wo rabta krn. .. Fully fainal prize 150 isse niche waly rabta na kre,12-06-20 0:18,https://apollo-singapore.akamaized.net:443/v1/files/milk1nvwaill2-PK/image;s=1080x2160,"Karachi,Sindh,Pakistan","1995 - 10,000 km","Rs 160,000"
Mehran,I want to sale my car urgent Inner outer totally jenion condition Not even single piece touch Everything is okJust buy and drive,12-06-20 0:54,https://apollo-singapore.akamaized.net:443/v1/files/g6z3gmtm35752-PK/image;s=1080x1440,"Rawalpindi,Punjab,Pakistan","2004 - 122,288 km","Rs 440,000"
Hijet 2013 registered in Nov 2018 automatic/2 door power first owner,"Daihatsu hijet fresh & full original* white colour* model 2013* registered Nov 2018* first owner* automatic transmission* two door power* factory fitted genuine central locking with   Key remote* power steering* own sealed,powerful sounless engine* perfect suspension in accumulate  condition* only 78000 km driven * chilled A/C in perfect condition* DVD/USB/AUX player with powerful   speakers with wooden box* every electronics working perfectly* brand new tyers with spare wheel* jack & all tools available* new battery* file,all documents, Cplc cleared* all token taxes cleared* neat & clean just like brand new car* not a single penny work required* just buy & driveNote : only serious buyer allow to call.no SMS no olx chat.don't give foolish offers and bring your mechanic or experts in first visit to avoid time wastage.",12-06-20 0:54,https://apollo-singapore.akamaized.net:443/v1/files/wrqmsnt742mx1-PK/image;s=1080x607,"Karachi,Sindh,Pakistan","2013 - 79,000 km","Rs 1,050,000"
"Home use car AC, Heater start. Special Rim Tyre,  7 K injun",Home used Car good condition,12-06-20 0:54,https://apollo-singapore.akamaized.net:443/v1/files/rwlx87autg4v2-PK/image;s=1080x747,"Mardan,Khyber Pakhtunkhwa,Pakistan","1974 - 50,000 km","Rs 260,000"
Corolla Altis 2016 Fully Loaded Original Condition Like New 1st Hand,Toyota Corolla Altis 2016 Fully Loaded Original Condition Like New Factory Dvd Navigation system leather seats still 48000km Driven With Extra Care throughout Petrol Maintained By Toyota All the spare keys and booklets still available only serious buyers may call who knows the worth of a well maintained Car.,09-06-20 18:02,https://apollo-singapore.akamaized.net:443/v1/files/d606itd434m8-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2016 - 48,000 km","Rs 2,375,000"
Toyota Axio 1.5 Hybrid X 2015,"Toyota Axio 1.5 Hybrid X 2015 is up for sale. The car’s total specifications and physical condition is mentioned and described below in the following points:-• Original registration book, both number plates available• Automatic gear transmission• Climate Control A/C• Retractable Side Mirrors• Interior, exterior is Excellent• Tyres condition is good• 29797 KM driven up till now• Registered City: Karachi At the end we would just say that seeing, driving, and inspecting is believing for this crystal clear, totally trouble free, new machine, a gift for Toyota Axio 1.5 Hybrid X 2015 Iovers. It’s kept with intense care without compromising on its maintenance. You can bring your denter/painter/mechanic for your complete satisfaction. Price is almost fixed and quiet reasonable for such a beauty but still a bit negotiable for really interested customers. Do feel free to call/text to know more about this beauty or to schedule a meeting Carfirst Sales is the best place to buy your next car. All our cars are available at affordable prices, including pre-certified vehicles. We are Pakistan’s #1 source for trusted used cars, with the right vehicle to suit every need and every budget.Call now or visit your closest Carfirst Sales Branch to check out the latest cars, promotions, rewards & other value added services. Visit us at any of the following Carfirst SalesShop No 1, 2 Sawera Residency Ground floor Plot no 167 J Block 3 P.E.C.H.S Society Main Khalid Bin Waleed Road Karachi Call Timings: 10: 00 AM to 5:00 PM",07-06-20 18:03,https://apollo-singapore.akamaized.net:443/v1/files/xdkzxh0awm6l3-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2015 - 29,797 km","Rs 3,300,000"
Am selling my honda civic 1985 model,Body wise inner total janion out shower engine 10 by 8 Ac fitted only serious person contect,12-06-20 0:23,https://apollo-singapore.akamaized.net:443/v1/files/j2b03xhnm1mi3-PK/image;s=1080x810,"Islamabad,Islamabad Capital Territory,Pakistan","1985 - 12,345 km","Rs 250,000"
Brand new Gli automatic 1.3 car,I have a brand new zero car gli 2018 December 30 ki invoice ha registered 2019 ha milage only 16000 ha car like a showroom condition brand new car Lahore number original documents leather poshish fog light drl hid.s floor mating and many more only serious buyyer contact karien otherwise plz dont waste time plz price is final because new car cast in 3150 automatic. Price is final no bargaining dead final 28 lack,12-06-20 0:23,https://apollo-singapore.akamaized.net:443/v1/files/b3f4m0m2jbh63-PK/image;s=1080x810,"Sargodha,Punjab,Pakistan","2019 - 16,000 km","Rs 2,825,000"
ALTO VXR 2001,Alto vxr 2001970 CCBack camera and sound system additionallyCng or petrol dono per haiAC chilled hai1st owner haiTax paid haicomplete file haiSlightly negotiable.NO EXCHANGE OFFER PLEASE,12-06-20 2:05,https://apollo-singapore.akamaized.net:443/v1/files/3npoue0swvk83-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2001 - 100,000 km","Rs 360,000"
Toyota Corolla Altis 1.6 Automatic,The car is in personal use and under my name. Very well maintained neat and clean car just buy and drive.Final price will be 23.25 lacs. Only serious buyers please call me and do not waste time in this pandemic.,12-06-20 2:04,https://apollo-singapore.akamaized.net:443/v1/files/g5mi4u1nq0wz1-PK/image;s=1080x582,"Gujranwala,Punjab,Pakistan","2015 - 68,000 km","Rs 2,400,000"
Honda Civic 2011 I-VTEC Oriel,Honda Civic 2011 for saleNew tyres installed Alloy rim installed Android LCD installed New seats posishSean door lights installed Original copy and file available Non Accidental Token tex up to date Price slightly negotiable,12-06-20 0:39,https://apollo-singapore.akamaized.net:443/v1/files/ynyjs5h601ne1-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2011 - 98,000 km","Rs 1,745,000"
1966 Corona  4 sale,1966 well maintained Corona 4 sale with a/c  cng alloy rim booster brakes newly painted rear camera LCD DVD  two tone brake paint HID brilliant white head lights and many more,12-06-20 0:32,https://apollo-singapore.akamaized.net:443/v1/files/kkjx1dk8vp2s2-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","1966 - 11,111 km","Rs 500,000"
Bumpers to bumper genuine,Lush AC fuel consumption is the best 22/liter,12-06-20 0:31,https://apollo-singapore.akamaized.net:443/v1/files/au134ww7cupg2-PK/image;s=1080x2318,"Pindi Bhattian,Punjab,Pakistan","2013 - 100,000 km","Rs 1,000,000"
Suzuki-FX 1985 model,"Suzuki-FX Blue colourOnly petrol1985 model cplc clearOrignal return file,Orignal number plate, Orignal tikli,Neat and clean engine room and interior,Family use car in good condition no work required , just buy and drive only serious person contact .",12-06-20 0:30,https://apollo-singapore.akamaized.net:443/v1/files/8rizdi9rij6r1-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","1985 - 75,685 km","Rs 165,000"
COROLLA LOVERS,Alhumdulilah very well maintained,12-06-20 0:28,https://apollo-singapore.akamaized.net:443/v1/files/jbdcmcu7n3fk1-PK/image;s=1080x544,"Rawalakot,Azad Kashmir,Pakistan","2011 - 110,255 km","Rs 1,720,000"
Suzuki Mehran VX,Suzuki Mehran VXGood conditionTotal genuineExcellent engineSuspension is goodNo need any workJust buy and driveOnly call morning 11 to night 11,12-06-20 0:04,https://apollo-singapore.akamaized.net:443/v1/files/a9avnh18jreq3-PK/image;s=1080x1440,"Rawalpindi,Punjab,Pakistan","2007 - 10,000 km","Rs 470,000"
Mini cab,Want to buy new car nothing else,12-06-20 0:04,https://apollo-singapore.akamaized.net:443/v1/files/wb26qmfb9vh83-PK/image;s=1080x810,"Peshawar,Khyber Pakhtunkhwa,Pakistan","2011 - 96,714 km","Rs 800,000"
Xli 2006 genuine,"90% genuine except Bumpers, good milage, no suspension work,",12-06-20 0:04,https://apollo-singapore.akamaized.net:443/v1/files/ph5ub6kcrlll1-PK/image;s=1080x810,"Mansehra,Khyber Pakhtunkhwa,Pakistan","2006 - 125,000 km","Rs 1,180,000"
"Beautiful Mehran VX 2013 Euro II,  Isb registered","Beautiful Mehran VX 2013 Euro II,  Isb registered ,Engine is powerful water throwing n Pristine condition ,Very great average in local as well as long, Through out petrol driven, Neat and clean interior, New tyres and good looking after market alloy rims, Very smooth drive, Family car, Car Mai Touching hai par koi major ya minor accident nahi, Will be sold on nearest offer, Little bit negotiable, Can call on my this number O3o4-0921446Plz no foolish offers and no Olx chatOriginal pictures attached Thanks",11-06-20 23:54,https://apollo-singapore.akamaized.net:443/v1/files/j46jx165btrn2-PK/image;s=1080x982,"Islamabad,Islamabad Capital Territory,Pakistan","2013 - 123,456 km","Rs 655,000"
Well condition,"Well condition, Good mileages, Pictures attached",11-06-20 23:53,https://apollo-singapore.akamaized.net:443/v1/files/jo43sax3n6no2-PK/image;s=1080x810,"Gujrat,Punjab,Pakistan","2009 - 225,000 km","Rs 1,430,000"
NISSAN SUNNY 1993 MODEL,Inner genuine outside shower CNG Petrol Both Ac Hay But No Working New battery New Rim Tire New sound system Power Steering Power Window File in hand passport copyNote:No Chat No Msg Only Call me PleaseLocation:Ring Road Kambo Adda,11-06-20 23:53,https://apollo-singapore.akamaized.net:443/v1/files/9q6mmgm5z3q93-PK/image;s=1080x1440,"Peshawar,Khyber Pakhtunkhwa,Pakistan","1993 - 123,456 km","Rs 375,000"
Suzuki khybar 100cc shujabad ma hai car exchange with mehran car,car okay hai chalne main be engine be okay hai .. complete file life time token,11-06-20 23:53,https://apollo-singapore.akamaized.net:443/v1/files/dv2u0u3ubyww1-PK/image;s=1080x2342,"Multan,Punjab,Pakistan","1994 - 10,000 km","Rs 225,000"
first owner urgent sale,contact 0:3:1:2:9:4:5:2:8:6:82004 model first owner life time token All documents are clear inner janian outer showerenjine is water throwing,11-06-20 23:48,https://apollo-singapore.akamaized.net:443/v1/files/nyebg5ap3lyl-PK/image;s=1080x1046,"Rawalpindi,Punjab,Pakistan","2004 - 100,000 km","Rs 360,000"
Suzuki kei Automatic golden color is for sale fixed price no dealer ..,*SUZUKI..KEI*Automatic transmission *2000--2006 *Power windows *Power steering *ABS Break *Power mirror *system power am buffer revers camera*new condition*660cc engine *working A/C*tyre ok*750000,11-06-20 23:47,https://apollo-singapore.akamaized.net:443/v1/files/oef0wrqhobry1-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2000 - 90,000 km","Rs 750,000"
Good condition,Dealer not content  us,11-06-20 23:47,https://apollo-singapore.akamaized.net:443/v1/files/56ts3cjjeeqr-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2019 - 15,000 km","Rs 150,000"
Suzuki Alto,Asalam u Aliekum I wanna sell my car Alto 2006 Last month car white colour Almost shawar neat And clean condition Chill Ac Interial orignal complete file cplc clear Alloy Rims just buy And drive no Any work,11-06-20 23:46,https://apollo-singapore.akamaized.net:443/v1/files/e3gz000mdtq82-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2006 - 300,000 km","Rs 460,000"
Suzuki Alto VXR (CNG),"Outsanding condition, smooth driven..AC excellent workingCNG fitted in working condition and petrol too New tyre n allow rimsEngine excellent condition 1000ccSuspension is totally upto markLife time token paid n car own nameHome car only serious buyer can contact.",12-06-20 0:18,https://apollo-singapore.akamaized.net:443/v1/files/nzebtwlxpkgg3-PK/image;s=1080x810,"Islamabad,Islamabad Capital Territory,Pakistan","2010 - 150,000 km","Rs 770,000"
auto and sunroof,good condition and auto and sunroof,12-06-20 0:52,https://apollo-singapore.akamaized.net:443/v1/files/hgdsg7f5qumf2-PK/image;s=1080x810,"Sheikhüpura,Punjab,Pakistan","2009 - 90,000 km","Rs 1,630,000"
sale my car,saaf condition hai injen main awaz hai agr injen main dlwa k dunga to pese ziada km nahi honge or agr ap khud dalenge to 50000 km honge pese ki zarurt hai us lie bech raha hun.,12-06-20 0:52,https://apollo-singapore.akamaized.net:443/v1/files/dm2zu1vat8r4-PK/image;s=1080x485,"Karachi,Sindh,Pakistan","1998 - 100,000 km","Rs 590,000"
Toyota Aqua G Package (3.5 Grade),Model 17/20G Package3.5 GradePearl White 62000 km10/10 ConditionFirst owner,12-06-20 0:50,https://apollo-singapore.akamaized.net:443/v1/files/x0ih6aa8dpmx2-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2017 - 62,000 km","Rs 2,875,000"
i sale my suzuki jimny,out side full original paint new tyre 5 1300cc,12-06-20 0:50,https://apollo-singapore.akamaized.net:443/v1/files/ymbr7jcw391m3-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","1985 - 100,000 km","Rs 820,000"
Nissan Sunny EX=Saloon(Auto & EFi),"Sunny Nissan EX-SaloonEFi Engine by default Auto transmission with extra featureJust Superb & Immaculate 100% mechanical fitness with 80% - 90% engineAll original documents with 2-original number platesTax up to datedEngine(EFi) capacity Excelent  fuel consumption13 km/L in city 15 km/L on longAuto gear transmissionGood tires with Japanese genuine alloy100% non accidental & seal by sea packed Roof,bonut & trunk is genuine Just 3 to 4 parts shower for just fresh look only.Very smooth & compact drive in city & on long as well",11-06-20 13:56,https://apollo-singapore.akamaized.net:443/v1/files/6ir7wzafu4tl1-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","1997 - 10,101 km","Rs 515,000"
Honda city white 2008,Honda city 2008 white colour Chill AC Inner total geniunOuter chat pillar some pieces original. Rest showerAlloy rim price final almost,07-06-20 17:25,https://apollo-singapore.akamaized.net:443/v1/files/08tlztdjy0hv-PK/image;s=1080x1440,"Lahore,Punjab,Pakistan","2008 - 170,000 km","Rs 1,070,000"
total genuine minor scratches on left side doors,CNG installed but mostly driven on petrol Full & final 680000 is sy kam wale na apna aur na he mera time waste kren,11-06-20 23:59,https://apollo-singapore.akamaized.net:443/v1/files/5aah1iea9f25-PK/image;s=1080x1440,"Hyderabad,Sindh,Pakistan","2015 - 60,000 km","Rs 680,000"
Honda city in a very maintained condition is up for sale,"Car is in very good condition,,tyre almost new,,alloy wheels installed,,fuel average is amazing till 18 km/l,,ac heater fully functioning,,seat poshish like BMW pure leather done,,engine works like brand new car,,pick power is amazing interior fully while exterior partly genuine,,all four new lights installed just for grace,,,roof,, pillar and diggy etc full genuine rest is shower for fresh look,,central locking system installed,,,token tax paid til june 2020,,3 digit number with genuine number plates...",12-06-20 0:23,https://apollo-singapore.akamaized.net:443/v1/files/0s9gs19yxvp03-PK/image;s=1080x810,"Chiniot,Punjab,Pakistan","2006 - 160,000 km","Rs 1,100,000"
Family car for urgent sale,Dil say bnai thi ab achanak paisoon ki zaroorat haiAc installed chilled newNew batteryNew engine Mint conditionPatrol and CNG bothLong route carNo single panny workJust buy and drive Water dropping engine0/3/0/6/9/0/1/2/2/2/0,12-06-20 0:23,https://apollo-singapore.akamaized.net:443/v1/files/rs6ee0qtxd37-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","1982 - 100,000 km","Rs 160,000"
Corolla SE saloon,Corolla SE saloon available for sale but engine change hai 1300CC.  Lahore registration. token updated. Chat bonut digee pillers genuine lakin sides py touchup hai. Blue pearl color hai. Gari Layyah m dekhi ja skti hai. Demand 1150 and slightly negotiable,12-06-20 0:23,https://apollo-singapore.akamaized.net:443/v1/files/z8npnfp68nca2-PK/image;s=1080x1440,"Multan,Punjab,Pakistan","2005 - 1,111 km","Rs 1,150,000"
Indus carolla 98 modal,Ingin b apna Hain or gadi bilkul saf hain,12-06-20 0:38,https://apollo-singapore.akamaized.net:443/v1/files/976drgla3rzb-PK/image;s=1080x608,"Jamshoro,Sindh,Pakistan","1998 - 50,000 km","Rs 695,000"
A salam im selling daihatsua mira zabardast condition,Asalam iam seeling daihatsu mira good condition new hai taqreeban jis ko chahaiya contact kara gari ok haii,12-06-20 0:38,https://apollo-singapore.akamaized.net:443/v1/files/dpd6oo3vfvs7-PK/image;s=1080x1440,"Karachi,Sindh,Pakistan","2013 - 53,730 km","Rs 1,370,000"
Toyota mark x 250G,"Model:2005 Import: 2008Registration: Karachi Milage: 96000kmEngine is in perfect conditionBody: no major accidentSuspension:90%Advanti racing 17"" rims Hids and Mark x specific drls InstalledAverage: 9-10 local & 17-18 long Triptonic transmissionPower&snow mode availableElectric seatsSide skirts installedMulti media steering wheel will be providedExchange is also possible",12-06-20 0:38,https://apollo-singapore.akamaized.net:443/v1/files/3udrr7dlspsd3-PK/image;s=1080x810,"Jhelum,Punjab,Pakistan","2005 - 96,000 km","Rs 2,200,000"
"Automatic gear, CNG fitted by company.,non accidental,",With good average on both petrol and CNG,12-06-20 0:28,https://apollo-singapore.akamaized.net:443/v1/files/84wiayz84vod2-PK/image;s=1080x2400,"Rawalpindi,Punjab,Pakistan","2004 - 150,000 km","Rs 610,000"
Good Condition,Auto Door & MirrorGood condition ACAlloy Rim15/17 km per liter average in city,12-06-20 0:27,https://apollo-singapore.akamaized.net:443/v1/files/hc9q8xe8w5xj3-PK/image;s=1080x810,"Lahore,Punjab,Pakistan","2003 - 99,000 km","Rs 575,000"
Toyota Starlet kp61 1983 left hand drive original 1.3 4k engine manual,Toyota Starlet kp61 1983 left hand drive original 1.3 4k engine 4 speed manual complete restored as original specs inside original intact,12-06-20 0:26,https://apollo-singapore.akamaized.net:443/v1/files/6lr92s09irit1-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","1983 - 375,000 km","Rs 750,000"
Fx for sell,Exchange with mehran alto,12-06-20 0:25,https://apollo-singapore.akamaized.net:443/v1/files/tdaeotmsm4gi2-PK/image;s=1080x810,"Quetta,Balochistan,Pakistan","1986 - 55,000 km","Rs 80,000"
Urjent sail for payment requair,Coure 2003Lush conditionSaid shower just Iner janiun Life time tex paidAc+ cng,12-06-20 0:03,https://apollo-singapore.akamaized.net:443/v1/files/h3xj402zm03c-PK/image;s=1080x1440,"Rahimyar Khan,Punjab,Pakistan","2003 - 123,456 km","Rs 395,000"
Alto VXR AGS,Alto VXR 2019Automatic gear shiftWhite color Islamabad registrationDriven 21000 km Condition 10/10 Bumper to bumper genuine,12-06-20 0:03,https://apollo-singapore.akamaized.net:443/v1/files/ipndnglk38f92-PK/image;s=1080x810,"Dera Ismail Khan,Khyber Pakhtunkhwa,Pakistan","2019 - 21,000 km","Rs 1,520,000"
Suzuki cultus vxr euro 2,"Selling cultus ac ,cng and petrol no work required just buy n drive only 2 doors and 1 fender showerd non accidental guarantee inshallah file complete Only call 0308. 2396811",12-06-20 0:03,https://apollo-singapore.akamaized.net:443/v1/files/p1yk7t7ynudn-PK/image;s=1080x810,"Karachi,Sindh,Pakistan","2014 - 75,000 km","Rs 920,000"
Diahatsu move conte 12 model 17 registered,Read Add then contect Daihatsue Move conte 2012 model Import 2014 Registered 2017 Ander sy total genioun hai Na bhr sy dent hai koi kafi had tak genioun hai engioun zero meter jasa hai chill ac 100% heatr 100% jin ko japani car ka patah ho hi rabtah karain japani gari touching my hi hoti hai in ki side touch  hi hoti hai,12-06-20 0:03,https://apollo-singapore.akamaized.net:443/v1/files/qx4gsj35p9jb-PK/image;s=1080x1440,"Faisalabad,Punjab,Pakistan","2017 - 94,000 km","Rs 1,050,000"
